62.265   107.107   78.549
62.14   108.342   79.265
61.089   106.205   78.893
62.253   107.319   77.481
61.232   108.451   79.559
60.158   106.702   78.622
61.176   105.269   78.341
61.091   105.997   79.962
65.707   99.153   90.906
65.286   100.715   92.973
65.042   101.856   93.937
66.166   101.852   95.069
66.721   100.775   95.492
63.651   101.744   94.565
62.502   101.972   93.593
61.154   101.896   94.253
61.102   101.614   95.426
60.173   102.121   93.584
64.576   100.006   92.86
65.111   102.717   93.409
63.528   100.752   95.002
63.556   102.471   95.372
62.616   102.955   93.137
62.556   101.226   92.801
66.576   103.105   95.568
66.057   103.922   95.279
67.612   104.142   97.016
18.27   83.657   24.432
18.44   84.782   25.457
19.815   85.011   26.19
20.381   86.156   26.159
17.365   83.51   24.008
18.234   85.635   24.953
17.702   84.576   26.233
20.376   83.932   26.897
21.78   83.931   27.494
22.042   85.101   28.564
23.208   85.62   28.684
22.811   84.026   26.369
22.774   82.867   25.381
23.878   82.992   24.341
23.82   81.854   23.333
24.868   81.985   22.285
19.795   83.113   27.006
21.889   83.043   27.968
22.654   84.948   25.808
23.813   84.07   26.796
22.898   81.927   25.919
21.81   82.851   24.875
23.775   83.94   23.813
24.848   82.976   24.837
23.955   80.904   23.848
22.842   81.844   22.851
24.796   81.213   21.637
24.741   82.855   21.787
25.781   81.975   22.718
21.013   85.436   29.473
21.105   86.49   30.587
22.319   86.313   31.616
23.043   87.294   32.02
19.791   86.51   31.39
18.648   87.056   30.529
19.953   87.341   32.654
17.278   86.855   31.135
20.153   84.92   29.354
21.225   87.38   30.122
19.519   85.493   31.667
18.795   88.122   30.363
18.663   86.569   29.554
19.015   87.345   33.208
20.739   86.91   33.273
20.221   88.363   32.386
16.521   87.267   30.468
17.096   85.79   31.278
17.228   87.364   32.097
22.626   84.99   31.98
23.847   84.501   32.737
25.227   84.615   31.937
26.312   84.975   32.521
23.631   83.043   33.147
24.76   82.475   33.954
25.535   81.403   33.63
25.249   82.952   35.232
26.467   81.178   34.612
26.308   82.117   35.599
24.878   84.004   36.079
27.006   82.297   36.783
25.58   84.184   37.265
26.616   83.353   37.607
21.93   84.32   31.684
23.919   85.082   33.563
22.716   82.962   33.734
23.505   82.429   32.256
25.43   80.81   32.723
27.158   80.441   34.61
24.058   84.668   35.811
27.832   81.647   37.073
25.284   85.005   37.919
27.145   83.524   38.545
25.22   84.323   30.562
26.444   84.425   29.678
26.985   85.913   29.529
28.24   86.175   29.579
26.127   83.862   28.291
27.296   83.889   27.353
28.267   82.94   27.233
27.624   84.922   26.393
29.173   83.31   26.27
28.794   84.519   25.745
27.027   86.138   26.038
29.388   85.289   24.757
27.621   86.909   25.046
28.771   86.495   24.422
24.343   84.032   30.155
27.166   83.868   30.118
25.788   82.83   28.386
25.315   84.433   27.843
28.316   82.022   27.816
29.986   82.779   25.993
26.113   86.47   26.528
30.301   84.977   24.25
27.15   87.855   24.775
29.21   87.124   23.648
26.032   86.942   29.397
26.365   88.423   29.407
26.86   88.846   30.858
27.828   89.675   31.004
25.17   89.253   28.974
24.898   89.147   27.499
25.786   88.795   26.715
23.686   89.446   27.106
25.07   86.655   29.289
27.118   88.569   28.747
24.284   88.928   29.52
25.344   90.299   29.225
23.447   89.393   26.136
22.998   89.726   27.776
26.243   88.228   31.967
26.677   88.434   33.414
28.158   87.948   33.741
28.994   88.727   34.325
25.702   87.711   34.361
24.326   88.38   34.325
26.252   87.694   35.779
23.237   87.576   34.997
25.466   87.613   31.769
26.632   89.431   33.585
25.562   86.684   34.024
24.382   89.353   34.812
24.032   88.551   33.289
25.551   87.18   36.436
27.209   87.174   35.792
26.391   88.718   36.127
22.292   88.115   34.93
23.14   86.609   34.501
23.493   87.423   36.045
28.554   86.668   33.304
29.975   86.154   33.44
31.107   87.111   32.863
32.098   87.452   33.605
30.09   84.804   32.748
31.467   84.163   32.82
31.493   82.841   32.144
32.819   82.245   32.17
33.137   81.061   31.611
32.216   80.36   30.987
34.375   80.604   31.689
27.854   86.074   32.883
30.14   86.044   34.433
29.378   84.107   33.189
29.832   84.912   31.694
32.196   84.811   32.335
31.747   84.02   33.865
30.804   82.162   32.645
31.193   82.959   31.103
33.555   82.755   32.641
31.27   80.71   30.927
32.455   79.473   30.568
35.083   81.143   32.169
34.613   79.718   31.27
30.985   87.608   31.548
31.96   88.625   30.973
31.894   90.006   31.765
32.961   90.664   32.038
31.675   88.856   29.488
32.041   87.684   28.587
31.748   87.996   27.128
32.061   86.806   26.232
33.513   86.481   26.227
30.224   87.276   30.973
32.889   88.237   31.077
30.614   89.066   29.35
32.229   89.729   29.143
33.102   87.458   28.696
31.469   86.805   28.884
30.695   88.258   27.015
32.352   88.846   26.809
31.508   85.935   26.579
31.747   87.026   25.212
33.679   85.688   25.622
34.036   87.277   25.888
33.812   86.257   27.165
30.63   90.477   32.169
30.436   91.727   33.025
31.297   91.618   34.352
32.166   92.517   34.641
28.954   91.943   33.382
28.19   92.116   32.181
28.791   93.173   34.263
29.82   89.954   31.87
30.766   92.516   32.484
28.577   91.07   33.914
28.276   91.333   31.633
27.738   93.31   34.506
29.362   93.04   35.182
29.158   94.051   33.733
31.152   90.486   35.178
32.029   90.219   36.398
33.579   90.04   36.1
34.465   90.528   36.891
31.535   88.963   37.116
29.933   89.16   37.932
30.426   89.825   34.94
31.923   91.023   37.003
31.45   88.144   36.4
32.263   88.664   37.87
29.253   89.464   36.831
33.941   89.373   34.91
35.351   89.307   34.354
35.94   90.775   34.116
37.121   91.096   34.493
35.373   88.502   33.053
36.748   88.38   32.434
37.657   87.463   32.939
37.098   89.185   31.36
38.913   87.352   32.374
38.354   89.073   30.794
39.259   88.161   31.298
40.509   88.05   30.734
33.193   88.914   34.41
35.922   88.836   35.044
34.994   87.496   33.241
34.712   88.97   32.324
37.382   86.83   33.783
36.384   89.906   30.963
39.628   86.631   32.771
38.63   89.707   29.951
41.01   87.376   31.199
35.11   91.75   33.538
35.521   93.205   33.417
35.748   93.911   34.826
36.666   94.798   34.961
34.47   93.976   32.617
34.428   93.628   31.135
33.35   94.421   30.411
33.302   94.07   28.931
32.226   94.81   28.218
34.206   91.464   33.191
36.398   93.218   32.912
33.481   93.783   33.034
34.659   95.046   32.704
35.395   93.848   30.681
34.225   92.564   31.016
32.378   94.207   30.859
33.552   95.487   30.515
34.259   94.309   28.47
33.126   93.0   28.817
32.228   94.549   27.242
31.331   94.581   28.626
32.389   95.803   28.301
34.916   93.545   35.901
35.085   94.114   37.301
36.483   93.638   37.887
37.271   94.49   38.431
33.943   93.67   38.233
32.618   94.295   37.789
34.256   94.044   39.673
31.405   93.703   38.47
34.178   92.877   35.727
35.086   95.124   37.222
33.819   92.589   38.167
32.635   95.365   37.992
32.499   94.169   36.713
33.438   93.724   40.318
35.177   93.554   39.985
